zip,income,pop,unemp_pct,bb_pct,agency_cnt,agency_density,affluence
00601,18571,16721,0.215,0.356,0.0,0.0,89.1
00602,21702,37510,0.061,0.299,0.0,0.0,93.3
00603,19243,48317,0.168,0.527,0.0,0.0,94.6
00606,20226,5435,0.0,0.241,0.0,0.0,83.2
00610,23732,25413,0.063,0.346,0.0,0.0,91.2
00611,22566,1522,0.183,0.283,0.0,0.0,76.6
00612,23831,62462,0.158,0.503,0.0,0.0,95.9
00616,21391,9836,0.191,0.489,0.0,0.0,86.3
00617,22010,22699,0.146,0.558,0.0,0.0,90.6
00622,26682,7950,0.145,0.39,0.0,0.0,85.2
00623,25614,39005,0.144,0.49,0.0,0.0,93.5
00624,21091,21374,0.09,0.54,0.0,0.0,90.3
00627,26094,32753,0.033,0.453,0.0,0.0,92.6
00631,18295,1357,0.218,0.327,0.0,0.0,76.0
00636,-666666666,1071,0.0,0.601,0.0,0.0,36.2
00637,20665,22884,0.134,0.356,0.0,0.0,90.7
00638,20878,17410,0.144,0.243,0.0,0.0,89.3
00641,17839,23962,0.253,0.29,0.0,0.0,90.9
00646,33184,36099,0.115,0.611,0.0,0.0,93.1
00647,20357,4611,0.261,0.3,0.0,0.0,82.4
00650,19811,13457,0.248,0.452,0.0,0.0,87.9
00652,31653,4492,0.105,0.653,0.0,0.0,82.2
00653,15225,8665,0.272,0.314,0.0,0.0,85.6
00656,21511,17815,0.191,0.489,0.0,0.0,89.4
00659,27297,37203,0.076,0.517,0.0,0.0,93.2
00660,24829,15439,0.135,0.498,0.0,0.0,88.6
00662,20673,40705,0.081,0.336,0.0,0.0,93.7
00664,18065,14816,0.178,0.283,0.0,0.0,88.4
00667,18729,23116,0.203,0.396,0.0,0.0,90.7
00669,19198,27534,0.134,0.381,0.0,0.0,91.6
00670,16278,8553,0.065,0.293,0.0,0.0,85.6
00674,20039,39288,0.174,0.503,0.0,0.0,93.5
00676,21230,36836,0.191,0.523,0.0,0.0,93.2
00677,24746,15432,0.061,0.297,0.0,0.0,88.6
00678,22994,24848,0.081,0.453,0.0,0.0,91.1
00680,17857,42817,0.206,0.459,0.0,0.0,93.9
00682,18067,29939,0.25,0.51,0.0,0.0,92.1
00683,18231,29431,0.07,0.339,0.0,0.0,92.0
00685,17909,40323,0.141,0.369,0.0,0.0,93.6
00687,23010,28534,0.131,0.371,0.0,0.0,91.8
00688,18014,10985,0.191,0.428,0.0,0.0,86.9
00690,24386,6275,0.099,0.524,0.0,0.0,84.0
00692,25486,32717,0.192,0.514,0.0,0.0,92.5
00693,24072,55725,0.136,0.506,0.0,0.0,95.3
00694,15938,125,0.0,0.0,0.0,0.0,63.7
00698,21921,32945,0.135,0.444,0.0,0.0,92.6
00703,22147,24642,0.058,0.373,0.0,0.0,91.1
00704,23330,6433,0.036,0.638,0.0,0.0,84.1
00705,21806,24475,0.064,0.475,0.0,0.0,91.0
00707,19173,10400,0.168,0.246,0.0,0.0,86.6
00714,18931,15573,0.088,0.434,0.0,0.0,88.7
00715,15743,2003,0.05,0.547,0.0,0.0,78.0
00716,19522,27705,0.117,0.475,0.0,0.0,91.7
00717,13282,14651,0.177,0.45,0.0,0.0,88.4
00718,21481,23174,0.092,0.354,0.0,0.0,90.8
00719,21089,29732,0.163,0.259,0.0,0.0,92.0
00720,19049,20974,0.143,0.26,0.0,0.0,90.2
00723,23599,15835,0.102,0.294,0.0,0.0,88.8
00725,27505,76246,0.103,0.405,0.0,0.0,96.9
00727,33403,53412,0.073,0.516,0.0,0.0,95.1
00728,20351,37322,0.091,0.564,0.0,0.0,93.2
00729,28765,47653,0.144,0.466,0.0,0.0,94.5
00730,18077,31976,0.209,0.486,0.0,0.0,92.4
00731,16917,10221,0.115,0.389,0.0,0.0,86.5
00735,23009,11159,0.103,0.41,0.0,0.0,87.0
00736,28652,45528,0.057,0.424,0.0,0.0,94.3
00738,25365,29797,0.18,0.555,0.0,0.0,92.1
00739,26801,34595,0.05,0.41,0.0,0.0,92.8
00740,23173,1959,0.238,0.558,0.0,0.0,77.9
00741,25827,3733,0.057,0.452,0.0,0.0,81.3
00745,26980,47077,0.163,0.499,0.0,0.0,94.4
00751,20947,19596,0.081,0.563,0.0,0.0,89.9
00754,21193,36822,0.074,0.312,0.0,0.0,93.2
00757,23350,19974,0.062,0.602,0.0,0.0,90.0
00765,17531,8147,0.086,0.223,0.0,0.0,85.3
00766,24906,21829,0.135,0.412,0.0,0.0,90.4
00767,21414,30453,0.094,0.223,0.0,0.0,92.2
00769,20514,33953,0.069,0.541,0.0,0.0,92.7
00771,25662,35165,0.077,0.448,0.0,0.0,92.9
00772,18408,16961,0.233,0.39,0.0,0.0,89.1
00773,23769,17631,0.225,0.509,0.0,0.0,89.3
00775,27614,1281,0.033,0.175,0.0,0.0,75.7
00777,28175,37243,0.092,0.392,0.0,0.0,93.2
00778,39564,40391,0.13,0.464,0.0,0.0,93.6
00780,26483,13612,0.12,0.564,0.0,0.0,88.0
00782,17090,18397,0.152,0.264,0.0,0.0,89.6
00783,24429,34266,0.08,0.289,0.0,0.0,92.8
00784,20347,35405,0.07,0.473,0.0,0.0,93.0
00786,-666666666,135,0.0,0.0,0.0,0.0,25.5
00791,25925,45912,0.059,0.426,0.0,0.0,94.3
00794,22128,28450,0.145,0.228,0.0,0.0,91.8
00795,23391,43212,0.185,0.493,0.0,0.0,94.0
00901,25810,6762,0.132,0.494,0.0,0.0,84.4
00906,-666666666,46,0.0,1.0,0.0,0.0,20.0
00907,42116,15911,0.071,0.597,0.0,0.0,88.8
00909,26066,5466,0.111,0.449,0.0,0.0,83.3
00911,44008,7430,0.109,0.551,0.0,0.0,84.8
00912,29418,6219,0.084,0.491,0.0,0.0,83.9
00913,6229,6700,0.317,0.314,0.0,0.0,84.3
00915,14502,24484,0.229,0.287,0.0,0.0,91.0
00917,19516,18216,0.198,0.394,0.0,0.0,89.5
00918,36872,16379,0.12,0.53,0.0,0.0,89.0
00920,29914,16403,0.098,0.445,0.0,0.0,89.0
00921,21797,34197,0.176,0.435,0.0,0.0,92.8
00923,18482,24826,0.207,0.34,0.0,0.0,91.1
00924,22433,47800,0.172,0.414,0.0,0.0,94.5
00925,14940,4777,0.11,0.262,0.0,0.0,82.5
00926,39543,93308,0.104,0.559,0.0,0.0,98.0
00927,39838,13675,0.086,0.65,0.0,0.0,88.0
00934,-666666666,80,0.0,0.5,0.0,0.0,22.8
00949,33380,66714,0.086,0.587,0.0,0.0,96.2
00950,-666666666,0,-6666666.66,,0.0,0.0,0.0
00951,22222,399,0.068,0.494,0.0,0.0,69.7
00952,21960,8488,0.123,0.53,0.0,0.0,85.5
00953,33888,66475,0.082,0.457,0.0,0.0,96.2
00956,28674,67050,0.078,0.483,0.0,0.0,96.3
00957,29663,40357,0.068,0.527,0.0,0.0,93.6
00959,31400,46409,0.086,0.563,0.0,0.0,94.4
00960,-666666666,3340,0.0,,0.0,0.0,42.2
00961,37015,28891,0.124,0.584,0.0,0.0,91.9
00962,20134,19213,0.143,0.401,0.0,0.0,89.8
00965,16516,5886,0.151,0.355,0.0,0.0,83.6
00966,56421,17715,0.1,0.677,0.0,0.0,89.4
00968,60353,3488,0.0,0.621,0.0,0.0,80.9
00969,58205,41619,0.072,0.715,0.0,0.0,93.8
00971,32098,25499,0.081,0.534,0.0,0.0,91.3
00976,38087,61306,0.08,0.496,0.0,0.0,95.8
00979,35521,15597,0.105,0.668,0.0,0.0,88.7
00982,26550,13839,0.159,0.544,0.0,0.0,88.1
00983,33930,31583,0.131,0.576,0.0,0.0,92.4
00985,35012,31783,0.127,0.483,0.0,0.0,92.4
00987,40295,55039,0.098,0.572,0.0,0.0,95.2
01001,71924,16136,0.052,0.673,0.0,0.0,88.9
01002,69411,24726,0.06,0.844,0.0,0.0,91.1
01003,-666666666,12458,0.178,0.735,0.0,0.0,49.0
01005,97390,4786,0.023,0.785,0.0,0.0,82.6
01007,99056,15406,0.016,0.807,0.0,0.0,88.6
01008,90625,1324,0.006,0.458,0.0,0.0,75.9
01009,70763,790,0.089,0.943,0.0,0.0,73.2
01010,101477,3694,0.027,0.83,0.0,0.0,81.2
01011,87012,1205,0.022,0.596,0.0,0.0,75.4
01012,75526,387,0.048,0.61,0.0,0.0,69.5
01013,64039,22950,0.068,0.664,3.0,0.131,90.7
01020,70971,30230,0.061,0.733,0.0,0.0,92.1
01022,56307,2045,0.111,0.756,0.0,0.0,78.1
01026,98438,1005,0.008,0.679,0.0,0.0,74.5
01027,73657,17678,0.053,0.796,0.0,0.0,89.4
01028,100997,16283,0.036,0.792,0.0,0.0,88.9
01029,99188,652,0.03,0.685,0.0,0.0,72.2
01030,92485,12374,0.037,0.647,0.0,0.0,87.5
01031,58125,1715,0.022,0.785,0.0,0.0,77.2
01032,79583,503,0.0,0.66,0.0,0.0,70.9
01033,110188,6088,0.034,0.847,0.0,0.0,83.8
01034,103603,2100,0.051,0.564,0.0,0.0,78.3
01035,117580,5299,0.036,0.875,0.0,0.0,83.1
01036,110703,4937,0.066,0.902,0.0,0.0,82.7
01037,84022,486,0.0,0.789,0.0,0.0,70.7
01038,112083,2534,0.027,0.875,0.0,0.0,79.3
01039,115114,1660,0.05,0.856,0.0,0.0,77.1
01040,51892,37949,0.069,0.526,0.0,0.0,93.3
01050,96328,2573,0.03,0.767,0.0,0.0,79.3
01053,88646,2033,0.1,0.89,0.0,0.0,78.1
01054,113750,1704,0.072,0.894,0.0,0.0,77.2
01056,78981,20846,0.042,0.714,0.0,0.0,90.2
01057,90436,8200,0.092,0.8,0.0,0.0,85.4
01060,75077,15237,0.05,0.779,10.0,0.656,88.6
01062,87800,9188,0.036,0.807,0.0,0.0,86.0
01063,250001,2121,0.119,1.0,0.0,0.0,78.3
01066,-666666666,115,0.0,0.55,0.0,0.0,24.7
01068,96207,1623,0.031,0.766,0.0,0.0,76.9
01069,79725,9077,0.042,0.81,0.0,0.0,85.9
01070,72083,593,0.007,0.717,0.0,0.0,71.7
01071,107292,1219,0.023,0.556,0.0,0.0,75.5
01072,103188,1447,0.091,0.836,0.0,0.0,76.4
01073,125534,6212,0.017,0.907,0.0,0.0,83.9
01074,76859,749,0.185,0.623,0.0,0.0,72.9
01075,93646,17410,0.034,0.808,0.0,0.0,89.3
01077,108833,9222,0.035,0.781,0.0,0.0,86.0
01079,-666666666,282,0.008,0.993,0.0,0.0,29.3
01080,87188,2308,0.025,0.78,0.0,0.0,78.8
01081,87337,1704,0.038,0.841,0.0,0.0,77.2
01082,71023,10418,0.072,0.802,0.0,0.0,86.6
01083,92558,2746,0.118,0.853,0.0,0.0,79.7
01084,91667,101,0.0,0.76,0.0,0.0,62.6
01085,83821,41466,0.04,0.756,0.0,0.0,93.8
01088,53472,654,0.072,0.403,0.0,0.0,72.2
01089,70401,28635,0.056,0.686,4.0,0.14,91.9
01092,70938,1123,0.181,0.892,0.0,0.0,75.0
01093,-666666666,149,0.051,0.551,0.0,0.0,26.0
01094,109000,64,0.0,0.875,0.0,0.0,60.2
01095,124682,14615,0.014,0.736,0.0,0.0,88.4
01096,105729,2566,0.031,0.793,0.0,0.0,79.3
01097,-666666666,45,-6666666.66,1.0,0.0,0.0,19.9
01098,93000,1019,0.024,0.706,0.0,0.0,74.5
01103,21458,2336,0.07,0.574,0.0,0.0,78.8
01104,47530,21745,0.104,0.629,0.0,0.0,90.4
01105,22994,11469,0.148,0.476,0.0,0.0,87.1
01106,143961,15961,0.066,0.869,0.0,0.0,88.8
01107,31969,12270,0.134,0.555,0.0,0.0,87.5
01108,51851,27409,0.077,0.737,0.0,0.0,91.6
01109,46821,31418,0.085,0.689,0.0,0.0,92.3
01118,80906,15009,0.061,0.807,0.0,0.0,88.5
01119,59172,14059,0.051,0.707,0.0,0.0,88.2
01128,92125,3252,0.026,0.817,0.0,0.0,80.6
01129,92500,5993,0.04,0.858,0.0,0.0,83.7
01144,-666666666,0,-6666666.66,,0.0,0.0,0.0
01151,57113,9627,0.053,0.465,0.0,0.0,86.2
01201,68879,45072,0.073,0.789,3.0,0.067,94.2
01220,56285,8106,0.055,0.698,0.0,0.0,85.3
01222,84583,611,0.163,0.703,0.0,0.0,71.9
01223,82773,2588,0.022,0.477,0.0,0.0,79.4
01224,-666666666,201,0.0,0.33,0.0,0.0,27.6
01225,72028,3234,0.064,0.805,0.0,0.0,80.5
01226,81168,6304,0.067,0.794,0.0,0.0,84.0
01229,-666666666,213,0.0,0.724,0.0,0.0,27.9
01230,82871,8813,0.038,0.765,0.0,0.0,85.7
01235,76699,2456,0.035,0.767,0.0,0.0,79.1
01236,91172,1593,0.018,0.855,0.0,0.0,76.9
01237,84419,2269,0.008,0.745,0.0,0.0,78.7
01238,74469,5893,0.038,0.84,0.0,0.0,83.6
01240,99745,5024,0.058,0.802,0.0,0.0,82.8
01242,-666666666,165,0.496,1.0,0.0,0.0,26.6
01243,89063,196,0.044,0.767,0.0,0.0,66.0
01244,59655,243,0.0,0.768,0.0,0.0,67.1
01245,113750,828,0.062,0.842,0.0,0.0,73.5
01247,55544,14967,0.06,0.734,0.0,0.0,88.5
01253,108068,903,0.076,0.6,0.0,0.0,73.9
01254,113304,962,0.026,0.875,0.0,0.0,74.2
01255,85417,850,0.014,0.642,0.0,0.0,73.6
01256,55000,733,0.047,0.53,0.0,0.0,72.8
01257,80227,2331,0.02,0.782,0.0,0.0,78.8
01258,127813,191,0.045,0.929,0.0,0.0,65.9
01259,125795,778,0.046,0.82,0.0,0.0,73.1
01260,-666666666,20,0.0,1.0,0.0,0.0,15.8
01262,142679,1652,0.091,0.823,0.0,0.0,77.0
01264,85313,184,0.011,0.729,0.0,0.0,65.7
01266,98828,919,0.02,0.857,0.0,0.0,74.0
01267,98750,7985,0.026,0.827,0.0,0.0,85.2
01270,104961,1002,0.05,0.764,0.0,0.0,74.4
01301,54347,17876,0.064,0.732,0.0,0.0,89.4
01330,81691,1711,0.082,0.641,0.0,0.0,77.2
01331,68345,13865,0.077,0.794,0.0,0.0,88.1
01337,79274,2515,0.028,0.808,0.0,0.0,79.2
01338,-666666666,79,0.0,0.894,0.0,0.0,22.8
01339,72841,1361,0.047,0.633,0.0,0.0,76.0
01340,82578,1807,0.047,0.626,0.0,0.0,77.5
01341,93250,1605,0.047,0.843,0.0,0.0,76.9
01342,100917,1313,0.049,0.933,0.0,0.0,75.8
01343,84271,190,0.0,0.272,0.0,0.0,65.8
01344,74550,1639,0.046,0.781,0.0,0.0,77.0
01346,111150,453,0.023,0.534,0.0,0.0,70.3
01347,72500,114,0.0,1.0,0.0,0.0,63.2
01349,69712,753,0.092,0.791,0.0,0.0,73.0
01350,64375,115,0.0,0.673,0.0,0.0,63.2
01351,99375,2644,0.072,0.775,0.0,0.0,79.5
01354,90000,1831,0.072,0.767,0.0,0.0,77.6
01355,80327,963,0.015,0.589,0.0,0.0,74.2
01360,102470,2875,0.033,0.768,0.0,0.0,79.9
01364,54061,7668,0.107,0.799,0.0,0.0,85.0
01366,107656,1173,0.039,0.685,0.0,0.0,75.3
01367,89375,574,0.024,0.788,0.0,0.0,71.6
01368,101875,1497,0.051,0.374,0.0,0.0,76.5
01370,76715,3641,0.059,0.797,0.0,0.0,81.1
01373,102578,4784,0.044,0.771,0.0,0.0,82.6
01375,61442,3653,0.08,0.872,0.0,0.0,81.2
01376,57857,5032,0.053,0.75,0.0,0.0,82.8
01378,95000,861,0.053,0.54,0.0,0.0,73.7
01379,68750,742,0.076,0.699,0.0,0.0,72.9
01380,70893,32,0.0,1.0,0.0,0.0,56.7
01420,70334,41677,0.071,0.814,0.0,0.0,93.8
01430,115146,6450,0.039,0.898,0.0,0.0,84.1
01431,110536,3188,0.037,0.803,0.0,0.0,80.5
01432,105142,8124,0.069,0.756,0.0,0.0,85.3
01434,109651,1889,0.042,0.784,0.0,0.0,77.7
01436,88421,3720,0.134,0.727,0.0,0.0,81.3
01438,-666666666,192,0.0,0.933,0.0,0.0,27.3
01440,63526,21298,0.056,0.742,0.0,0.0,90.3
01450,189355,11228,0.051,0.898,0.0,0.0,87.0
01451,206607,5359,0.059,0.908,0.0,0.0,83.2
01452,102344,4339,0.03,0.819,0.0,0.0,82.1
01453,82098,43635,0.055,0.819,4.0,0.092,94.0
01460,146250,10150,0.048,0.899,0.0,0.0,86.5
01462,109884,11822,0.066,0.894,0.0,0.0,87.3
01463,126824,11693,0.032,0.807,0.0,0.0,87.2
01464,121875,7017,0.042,0.886,0.0,0.0,84.6
01468,110938,4157,0.034,0.867,0.0,0.0,81.8
01469,113162,6803,0.032,0.855,0.0,0.0,84.4
01473,101161,8289,0.037,0.79,0.0,0.0,85.4
01474,130156,2249,0.115,0.884,0.0,0.0,78.6
01475,85638,10194,0.065,0.847,0.0,0.0,86.5
01501,101929,16780,0.039,0.783,0.0,0.0,89.1
01503,122411,3311,0.06,0.805,0.0,0.0,80.7
01504,98986,9211,0.023,0.835,0.0,0.0,86.0
01505,124732,4896,0.052,0.895,0.0,0.0,82.7
01506,71875,3442,0.067,0.745,0.0,0.0,80.9
01507,119809,13359,0.03,0.825,0.0,0.0,87.9
01510,93849,15430,0.043,0.809,0.0,0.0,88.6
01515,76382,2120,0.062,0.726,0.0,0.0,78.3
01516,147859,9287,0.052,0.865,0.0,0.0,86.0
01518,111193,2835,0.092,0.839,0.0,0.0,79.8
01519,153750,7738,0.023,0.886,0.0,0.0,85.1
01520,147582,16864,0.053,0.894,0.0,0.0,89.1
01521,86806,2576,0.058,0.757,0.0,0.0,79.3
01522,118824,3021,0.064,0.932,0.0,0.0,80.2
01523,130444,8470,0.094,0.82,0.0,0.0,85.5
01524,93191,6110,0.028,0.776,0.0,0.0,83.8
01525,-666666666,0,-6666666.66,,0.0,0.0,0.0
01527,116000,13899,0.038,0.819,0.0,0.0,88.1
01529,115789,3156,0.025,0.787,0.0,0.0,80.4
01531,99375,925,0.026,0.429,0.0,0.0,74.0
01532,174358,15694,0.059,0.932,0.0,0.0,88.7
01534,134539,6097,0.072,0.855,0.0,0.0,83.8
01535,81010,4739,0.04,0.746,0.0,0.0,82.5
01536,105795,7119,0.065,0.811,0.0,0.0,84.6
01537,94261,1821,0.001,0.906,0.0,0.0,77.5
01540,118389,11521,0.056,0.752,0.0,0.0,87.1
01541,150577,3500,0.013,0.918,0.0,0.0,80.9
01542,107674,2572,0.0,0.875,0.0,0.0,79.3
01543,155504,9202,0.044,0.916,0.0,0.0,86.0
01545,136225,38440,0.029,0.851,5.0,0.13,93.4
01550,59397,17806,0.075,0.751,0.0,0.0,89.4
01560,98884,4914,0.054,0.815,0.0,0.0,82.7
01561,-666666666,0,-6666666.66,,0.0,0.0,0.0
01562,79086,11961,0.058,0.804,0.0,0.0,87.3
01564,136027,8111,0.037,0.88,0.0,0.0,85.3
01566,135802,7054,0.025,0.904,0.0,0.0,84.6
01568,161429,7926,0.058,0.862,0.0,0.0,85.2
01569,122458,14127,0.046,0.872,0.0,0.0,88.2
01570,68934,17674,0.066,0.722,0.0,0.0,89.3
01571,85179,11886,0.055,0.819,0.0,0.0,87.3
01581,134474,21591,0.042,0.873,14.0,0.648,90.4
01583,100427,7516,0.047,0.816,0.0,0.0,84.9
01585,70753,4942,0.051,0.895,0.0,0.0,82.7
01588,88735,10357,0.063,0.788,0.0,0.0,86.6
01590,155938,9287,0.018,0.819,0.0,0.0,86.0
01602,94351,25791,0.053,0.766,0.0,0.0,91.3
01603,63646,21034,0.084,0.736,0.0,0.0,90.3
01604,72911,39988,0.051,0.765,0.0,0.0,93.6
01605,54805,31086,0.078,0.763,0.0,0.0,92.3
01606,92537,22269,0.029,0.787,0.0,0.0,90.6
01607,66365,8755,0.109,0.767,0.0,0.0,85.7
01608,45962,4951,0.07,0.678,0.0,0.0,82.7
01609,61411,23184,0.069,0.747,0.0,0.0,90.8
01610,43757,28719,0.074,0.672,0.0,0.0,91.9
01611,118389,2401,0.029,0.775,0.0,0.0,79.0
01612,133750,4996,0.033,0.861,0.0,0.0,82.8
01701,127000,32270,0.037,0.867,25.0,0.775,92.5
01702,78784,39761,0.049,0.752,0.0,0.0,93.6
01718,125972,528,0.0,1.0,0.0,0.0,71.1
01719,151000,5468,0.056,0.907,0.0,0.0,83.3
01720,154101,23322,0.053,0.886,3.0,0.129,90.8
01721,127106,18694,0.051,0.846,0.0,0.0,89.6
01730,158286,14478,0.054,0.869,0.0,0.0,88.3
01731,101194,1745,0.011,0.855,0.0,0.0,77.3
01740,198475,5698,0.058,0.957,0.0,0.0,83.5
01741,250001,5209,0.022,0.933,0.0,0.0,83.0
01742,211435,18337,0.04,0.911,3.0,0.164,89.5
01745,180833,660,0.0,0.884,0.0,0.0,72.3
01746,154684,14964,0.05,0.86,3.0,0.2,88.5
01747,115216,6024,0.031,0.807,0.0,0.0,83.8
01748,204418,19050,0.022,0.9,0.0,0.0,89.7
01749,107202,19959,0.045,0.869,0.0,0.0,90.0
01752,95047,41398,0.056,0.806,11.0,0.266,93.8
01754,119549,10663,0.049,0.869,0.0,0.0,86.7
01756,129837,6266,0.013,0.914,0.0,0.0,84.0
01757,92951,30473,0.047,0.811,3.0,0.098,92.2
01760,134644,36520,0.03,0.855,13.0,0.356,93.1
01770,247500,4404,0.063,0.928,11.0,2.498,82.1
01772,196680,9781,0.044,0.936,0.0,0.0,86.3
01773,197292,5257,0.008,0.919,0.0,0.0,83.1
01775,177862,7109,0.041,0.958,0.0,0.0,84.6
01776,234634,19067,0.05,0.943,4.0,0.21,89.8
01778,219531,13915,0.035,0.931,0.0,0.0,88.1
01801,107754,41205,0.074,0.84,22.0,0.534,93.7
01803,142421,26068,0.036,0.9,6.0,0.23,91.4
01810,167591,35608,0.051,0.919,4.0,0.112,93.0
01821,142564,30203,0.03,0.85,0.0,0.0,92.1
01824,141337,26628,0.055,0.906,0.0,0.0,91.5
01826,111451,32373,0.047,0.813,0.0,0.0,92.5
01827,202379,3375,0.054,0.884,0.0,0.0,80.8
01830,79784,26685,0.077,0.8,0.0,0.0,91.5
01832,81141,26065,0.056,0.81,0.0,0.0,91.4
01833,153565,8380,0.016,0.871,0.0,0.0,85.5
01834,135521,6747,0.026,0.859,0.0,0.0,84.4
01835,108275,14637,0.035,0.887,0.0,0.0,88.4
01840,34630,7092,0.078,0.59,0.0,0.0,84.6
01841,54525,52761,0.103,0.712,0.0,0.0,95.0
01843,72163,28444,0.064,0.715,0.0,0.0,91.8
01844,103292,53015,0.063,0.839,3.0,0.057,95.1
01845,134319,31881,0.034,0.875,3.0,0.094,92.4
01850,67581,16983,0.079,0.703,0.0,0.0,89.1
01851,87962,32308,0.05,0.771,0.0,0.0,92.5
01852,77058,36700,0.046,0.742,0.0,0.0,93.1
01854,70397,28808,0.055,0.767,0.0,0.0,91.9
01860,116477,6707,0.016,0.81,0.0,0.0,84.3
01862,131214,11703,0.051,0.86,0.0,0.0,87.2
01863,136284,9592,0.03,0.884,0.0,0.0,86.2
01864,150820,15634,0.042,0.893,0.0,0.0,88.7
01867,163407,25474,0.03,0.88,3.0,0.118,91.3
01876,126795,30962,0.041,0.86,0.0,0.0,92.3
01879,144167,12435,0.037,0.864,0.0,0.0,87.5
01880,130419,27258,0.045,0.844,5.0,0.183,91.6
01886,181523,24584,0.038,0.915,0.0,0.0,91.1
01887,161473,23195,0.051,0.88,3.0,0.129,90.8
01890,218176,22862,0.03,0.896,10.0,0.437,90.7
01901,27561,1934,0.076,0.65,0.0,0.0,77.9
01902,66755,51680,0.06,0.686,0.0,0.0,94.9
01904,100597,20103,0.036,0.839,0.0,0.0,90.0
01905,84341,27188,0.027,0.807,0.0,0.0,91.6
01906,100819,28599,0.036,0.848,0.0,0.0,91.9
01907,127714,15279,0.054,0.881,0.0,0.0,88.6
01908,111004,3328,0.051,0.856,0.0,0.0,80.7
01913,100599,17277,0.039,0.849,12.0,0.695,89.2
01915,102347,41656,0.037,0.819,7.0,0.168,93.8
01921,190526,8229,0.031,0.92,0.0,0.0,85.4
01922,179896,3791,0.008,0.895,0.0,0.0,81.4
01923,117072,27778,0.056,0.841,26.0,0.936,91.7
01929,151509,3605,0.011,0.842,0.0,0.0,81.1
01930,87898,29862,0.064,0.784,4.0,0.134,92.1
01937,-666666666,146,1.0,,0.0,0.0,25.9
01938,124405,13820,0.028,0.861,3.0,0.217,88.1
01940,171044,13183,0.034,0.882,0.0,0.0,87.8
01944,197875,5368,0.089,0.903,3.0,0.559,83.2
01945,164325,20390,0.019,0.868,13.0,0.638,90.1
01949,171458,9727,0.029,0.894,0.0,0.0,86.3
01950,144259,18444,0.058,0.879,19.0,1.03,89.6
01951,175779,2938,0.03,0.89,0.0,0.0,80.0
01952,102521,9217,0.07,0.781,0.0,0.0,86.0
01960,95173,53961,0.049,0.795,0.0,0.0,95.1
01965,250001,752,0.0,0.957,0.0,0.0,73.0
01966,93227,6977,0.091,0.796,0.0,0.0,84.5
01969,117177,6214,0.033,0.807,0.0,0.0,83.9
01970,85189,44115,0.052,0.814,0.0,0.0,94.1
01982,127137,7646,0.024,0.883,0.0,0.0,85.0
01983,176698,6535,0.007,0.919,3.0,0.459,84.2
01984,187652,4930,0.02,0.945,0.0,0.0,82.7
01985,189048,4536,0.029,0.916,0.0,0.0,82.3
02019,120966,17160,0.068,0.857,0.0,0.0,89.2
02021,128341,24459,0.04,0.838,5.0,0.204,91.0
02025,187060,8358,0.035,0.918,0.0,0.0,85.5
02026,124375,25109,0.036,0.832,3.0,0.119,91.2
02030,250001,5893,0.082,0.94,0.0,0.0,83.7
02032,180100,4914,0.058,0.897,0.0,0.0,82.7
02035,108559,18516,0.065,0.841,0.0,0.0,89.6
02038,142788,33067,0.051,0.885,0.0,0.0,92.6
02043,181017,24185,0.026,0.815,4.0,0.165,91.0
02045,127112,10098,0.044,0.837,0.0,0.0,86.4
02047,151000,142,0.0,0.922,0.0,0.0,64.3
02048,131409,23855,0.032,0.896,0.0,0.0,90.9
02050,125436,25903,0.03,0.879,0.0,0.0,91.3
02052,214801,12923,0.038,0.903,0.0,0.0,87.7
02053,174357,13251,0.041,0.888,0.0,0.0,87.9
02054,149021,8699,0.038,0.899,0.0,0.0,85.7
02056,197379,11556,0.047,0.92,0.0,0.0,87.1
02061,182637,11309,0.024,0.913,0.0,0.0,87.0
02062,97110,31380,0.035,0.857,12.0,0.382,92.3
02066,131889,18895,0.036,0.879,0.0,0.0,89.7
02067,183724,18478,0.029,0.881,4.0,0.216,89.6
02071,207878,1677,0.043,0.979,0.0,0.0,77.1
02072,104164,29074,0.05,0.852,10.0,0.344,91.9
02081,150233,19703,0.051,0.878,4.0,0.203,89.9
02090,205000,16213,0.018,0.875,0.0,0.0,88.9
02093,147930,12305,0.062,0.844,0.0,0.0,87.5
02108,212664,4178,0.063,0.904,71.0,16.994,81.9
02109,177500,3714,0.017,0.875,71.0,19.117,81.3
02110,132239,2178,0.117,0.894,50.0,19.999,78.5
02111,70865,8067,0.061,0.835,28.0,3.471,85.3
02113,110321,6522,0.022,0.824,3.0,0.46,84.2
02114,135057,13853,0.039,0.907,15.0,1.083,88.1
02115,53398,28621,0.08,0.783,4.0,0.14,91.9
02116,127309,22040,0.037,0.843,68.0,3.085,90.5
02118,90142,28522,0.079,0.806,37.0,1.297,91.8
02119,43255,26851,0.083,0.687,3.0,0.112,91.5
02120,61472,15248,0.095,0.764,0.0,0.0,88.6
02121,38565,28298,0.096,0.679,0.0,0.0,91.8
02122,82945,23471,0.08,0.758,0.0,0.0,90.8
02124,79168,55897,0.078,0.779,0.0,0.0,95.3
02125,71810,33069,0.07,0.81,0.0,0.0,92.6
02126,67206,25313,0.105,0.752,0.0,0.0,91.2
02127,156373,36646,0.041,0.819,12.0,0.327,93.1
02128,92079,44124,0.073,0.73,5.0,0.113,94.1
02129,157192,19994,0.025,0.841,5.0,0.25,90.0
