yelp_alias,title,parent_aliases,naics6,naics3,naics_title,urgency,ticket_band,maturity
mediterranean,Mediterranean,['restaurants'],,,,0.5,mid,established
memorycare,Memory Care,['health'],,,,0.5,mid,established
menscloth,Men's Clothing,['fashion'],,,,0.5,mid,established
menshair,Men's Hair Salons,['hair'],,,,0.5,mid,established
metaldetectorservices,Metal Detector Services,['localservices'],,,,0.5,mid,established
metalfabricators,Metal Fabricators,['localservices'],,,,0.5,mid,established
metrostations,Metro Stations,['transport'],,,,0.5,mid,established
mexican,Mexican,['restaurants'],,,,0.5,mid,established
mideastern,Middle Eastern,['restaurants'],,,,0.5,mid,established
midwives,Midwives,['health'],,,,0.5,mid,established
militarysurplus,Military Surplus,['shopping'],,,,0.5,mid,established
milkbars,Milk Bars,['restaurants'],,,,0.5,mid,established
milkshakebars,Milkshake Bars,['food'],,,,0.5,mid,established
minho,Minho,['portuguese'],,,,0.5,mid,established
mini_golf,Mini Golf,['active'],,,,0.5,mid,established
mistingsystemservices,Misting System Services,['localservices'],,,,0.5,mid,established
mobile_home_repair,Mobile Home Repair,['homeservices'],,,,0.5,mid,established
mobiledentrepair,Mobile Dent Repair,['auto'],,,,0.5,mid,established
mobilehomes,Mobile Home Dealers,['realestate'],,,,0.5,mid,established
mobileparks,Mobile Home Parks,['realestate'],,,,0.5,mid,established
mobilephonerepair,Mobile Phone Repair,['itservices'],,,,0.5,mid,established
mobilephones,Mobile Phones,['shopping'],,,,0.5,mid,established
mobilityequipment,Mobility Equipment Sales & Services,['auto'],,,,0.5,mid,established
modern_australian,Modern Australian,['restaurants'],,,,0.5,mid,established
modern_european,Modern European,['restaurants'],,,,0.5,mid,established
mohels,Mohels,['eventservices'],,,,0.5,mid,established
mongolian,Mongolian,['restaurants'],,,,0.5,mid,established
montessori,Montessori Schools,['education'],,,,0.5,mid,established
moroccan,Moroccan,['restaurants'],,,,0.5,mid,established
mortgagebrokers,Mortgage Brokers,['realestate'],,,,0.5,mid,established
mortgagelenders,Mortgage Lenders,['financialservices'],,,,0.5,mid,established
mortuaryservices,Mortuary Services,['funeralservices'],,,,0.5,mid,established
mosques,Mosques,['religiousorgs'],,,,0.5,mid,established
motodealers,Motorsport Vehicle Dealers,['auto'],,,,0.5,mid,established
motorcycle_rental,Motorcycle Rental,['hotelstravel'],,,,0.5,mid,established
motorcycledealers,Motorcycle Dealers,['auto'],,,,0.5,mid,established
motorcyclepartsandsupplies,Motorcycle Parts & Supplies,['autopartssupplies'],,,,0.5,mid,established
motorcyclerepair,Motorcycle Repair,['auto'],,,,0.5,mid,established
motorcyclinggear,Motorcycle Gear,['shopping'],,,,0.5,mid,established
motorepairs,Motorsport Vehicle Repairs,['auto'],,,,0.5,mid,established
mountainbiking,Mountain Biking,['active'],,,,0.5,mid,established
mountainhuts,Mountain Huts,['hotels'],,,,0.5,mid,established
movers,Movers,['homeservices'],,,,0.5,mid,established
movietheaters,Cinema,['arts'],,,,0.5,mid,established
muaythai,Muay Thai,['martialarts'],,,,0.5,mid,established
municipality,Municipality,['publicservicesgovt'],,,,0.5,mid,established
museums,Museums,['arts'],,,,0.5,mid,established
musicalinstrumentsandteachers,Musical Instruments & Teachers,['shopping'],,,,0.5,mid,established
musicians,Musicians,['eventservices'],,,,0.5,mid,established
musicinstrumentservices,Musical Instrument Services,['localservices'],,,,0.5,mid,established
musicproduction,Music Production Services,['professional'],,,,0.5,mid,established
musicvenues,Music Venues,"['arts', 'nightlife']",,,,0.5,mid,established
musicvideo,Music & DVDs,['media'],,,,0.5,mid,established
mystics,Mystics,['psychic_astrology'],,,,0.5,mid,established
nailtechnicians,Nail Technicians,['othersalons'],,,,0.5,mid,established
nannys,Nanny Services,['localservices'],,,,0.5,mid,established
napoletana,Napoletana,['italian'],,,,0.5,mid,established
nasilemak,Nasi Lemak,['food'],,,,0.5,mid,established
naturalgassuppliers,Natural Gas Suppliers,['utilities'],,,,0.5,mid,established
naturopathic,Naturopathic/Holistic,['physicians'],,,,0.5,mid,established
nephrologists,Nephrologists,['physicians'],,,,0.5,mid,established
neurologist,Neurologist,['physicians'],,,,0.5,mid,established
neuropathologists,Neuropathologists,['physicians'],,,,0.5,mid,established
neurotologists,Neurotologists,['physicians'],,,,0.5,mid,established
newamerican,New American,['restaurants'],,,,0.5,mid,established
newcanadian,Canadian (New),['restaurants'],,,,0.5,mid,established
newmexican,New Mexican Cuisine,['restaurants'],,,,0.5,mid,established
newzealand,New Zealand,['restaurants'],,,,0.5,mid,established
nicaraguan,Nicaraguan,['restaurants'],,,,0.5,mid,established
nicois,Nicoise,['french'],,,,0.5,mid,established
nightfood,Night Food,['restaurants'],,,,0.5,mid,established
nightlife,Nightlife,[],,,,0.5,mid,established
nikkei,Nikkei,['restaurants'],,,,0.5,mid,established
nonprofit,Community Service/Non-Profit,['localservices'],,,,0.5,mid,established
noodles,Noodles,['restaurants'],,,,0.5,mid,established
norcinerie,Norcinerie,['restaurants'],,,,0.5,mid,established
northeasternbrazilian,Northeastern Brazilian,['brazilian'],,,,0.5,mid,established
northernbrazilian,Northern Brazilian,['brazilian'],,,,0.5,mid,established
northerngerman,Northern German,['german'],,,,0.5,mid,established
northernmexican,Northern Mexican,['mexican'],,,,0.5,mid,established
norwegian,Traditional Norwegian,['restaurants'],,,,0.5,mid,established
notaries,Notaries,['localservices'],,,,0.5,mid,established
nudist,Nudist,['active'],,,,0.5,mid,established
nursepractitioner,Nurse Practitioner,['health'],,,,0.5,mid,established
nursingschools,Nursing Schools,['specialtyschools'],,,,0.5,mid,established
nutritionists,Nutritionists,['health'],,,,0.5,mid,established
nyonya,Nyonya,['malaysian'],,,,0.5,mid,established
oaxacan,Oaxacan,['mexican'],,,,0.5,mid,established
obgyn,Obstetricians & Gynecologists,['physicians'],,,,0.5,mid,established
observatories,Observatories,['arts'],,,,0.5,mid,established
occupationaltherapy,Occupational Therapy,['health'],,,,0.5,mid,established
oden,Oden,['japanese'],,,,0.5,mid,established
officecleaning,Office Cleaning,['professional'],,,,0.5,mid,established
officeequipment,Office Equipment,['shopping'],,,,0.5,mid,established
officiants,Officiants,['eventservices'],,,,0.5,mid,established
oilchange,Oil Change Stations,['auto'],,,,0.5,mid,established
okinawan,Okinawan,['japanese'],,,,0.5,mid,established
okonomiyaki,Okonomiyaki,['japanese'],,,,0.5,mid,established
oliveoil,Olive Oil,['gourmet'],,,,0.5,mid,established
oncologist,Oncologist,['physicians'],,,,0.5,mid,established
onigiri,Onigiri,['japanese'],,,,0.5,mid,established
opensandwiches,Open Sandwiches,['restaurants'],,,,0.5,mid,established
opera,Opera & Ballet,['arts'],,,,0.5,mid,established
opthamalogists,Ophthalmologists,['physicians'],,,,0.5,mid,established
opticians,Eyewear & Opticians,['shopping'],,,,0.5,mid,established
optometrists,Optometrists,['health'],,,,0.5,mid,established
oralsurgeons,Oral Surgeons,['dentists'],,,,0.5,mid,established
organdonorservices,Organ & Tissue Donor Services,['health'],,,,0.5,mid,established
organic_stores,Organic Stores,['food'],,,,0.5,mid,established
oriental,Oriental,['restaurants'],,,,0.5,mid,established
orthodontists,Orthodontists,['dentists'],,,,0.5,mid,established
orthopedists,Orthopedists,['physicians'],,,,0.5,mid,established
orthotics,Orthotics,['health'],,,,0.5,mid,established
osteopathicphysicians,Osteopathic Physicians,['physicians'],,,,0.5,mid,established
osteopaths,Osteopaths,['medcenters'],,,,0.5,mid,established
othersalons,Nail Salons,['beautysvc'],,,,0.5,mid,established
otologists,Otologists,['physicians'],,,,0.5,mid,established
ottomancuisine,Ottoman Cuisine,['turkish'],,,,0.5,mid,established
outdoorfurniture,Outdoor Furniture Stores,['homeandgarden'],,,,0.5,mid,established
outdoorgear,Outdoor Gear,['sportgoods'],,,,0.5,mid,established
outdoormovies,Outdoor Movies,['movietheaters'],,,,0.5,mid,established
outdoorpowerequipmentservices,Outdoor Power Equipment Services,['localservices'],,,,0.5,mid,established
outlet_stores,Outlet Stores,['shopping'],,,,0.5,mid,established
oxygenbars,Oxygen Bars,['health'],,,,0.5,mid,established
oyakodon,Oyakodon,['donburi'],,,,0.5,mid,established
pachinko,Pachinko,['arts'],,,,0.5,mid,established
packingservices,Packing Services,['homeservices'],,,,0.5,mid,established
packingsupplies,Packing Supplies,['shopping'],,,,0.5,mid,established
paddleboarding,Paddleboarding,['active'],,,,0.5,mid,established
painmanagement,Pain Management,['physicians'],,,,0.5,mid,established
paintandsip,Paint & Sip,['arts'],,,,0.5,mid,established
paintball,Paintball,['active'],,,,0.5,mid,established
painters,Painters,['homeservices'],,,,0.5,mid,established
paintstores,Paint Stores,['homeandgarden'],,,,0.5,mid,established
paintyourownpottery,Paint-Your-Own Pottery,['artsandcrafts'],,,,0.5,mid,established
pakistani,Pakistani,['restaurants'],,,,0.5,mid,established
palatine,Palatine,['german'],,,,0.5,mid,established
panasian,Pan Asian,['restaurants'],,,,0.5,mid,established
pancakes,Pancakes,['breakfast_brunch'],,,,0.5,mid,established
panzerotti,Panzerotti,['food'],,,,0.5,mid,established
paragliding,Paragliding,['active'],,,,0.5,mid,established
parasailing,Parasailing,['active'],,,,0.5,mid,established
parentingclasses,Parenting Classes,['specialtyschools'],,,,0.5,mid,established
parking,Parking,['auto'],,,,0.5,mid,established
parklets,Parklets,['localflavor'],,,,0.5,mid,established
parks,Parks,['active'],,,,0.5,mid,established
parma,Parma,['restaurants'],,,,0.5,mid,established
partybikerentals,Party Bike Rentals,['eventservices'],,,,0.5,mid,established
partybusrentals,Party Bus Rentals,['eventservices'],,,,0.5,mid,established
partycharacters,Party Characters,['eventservices'],,,,0.5,mid,established
partyequipmentrentals,Party Equipment Rentals,['eventservices'],,,,0.5,mid,established
partysupplies,Party Supplies,['eventservices'],,,,0.5,mid,established
passportvisaservices,Passport & Visa Services,['travelservices'],,,,0.5,mid,established
pastashops,Pasta Shops,['gourmet'],,,,0.5,mid,established
patentlaw,Patent Law,['professional'],,,,0.5,mid,established
pathologists,Pathologists,['physicians'],,,,0.5,mid,established
patiocoverings,Patio Coverings,['homeservices'],,,,0.5,mid,established
pawn,Pawn Shops,['shopping'],,,,0.5,mid,established
paydayloans,Check Cashing/Pay-day Loans,['financialservices'],,,,0.5,mid,established
payroll,Payroll Services,['professional'],,,,0.5,mid,established
pediatric_dentists,Pediatric Dentists,['dentists'],,,,0.5,mid,established
pediatricians,Pediatricians,['physicians'],,,,0.5,mid,established
pedicabs,Pedicabs,['transport'],,,,0.5,mid,established
pekinese,Pekinese,['chinese'],,,,0.5,mid,established
pensions,Pensions,['hotels'],,,,0.5,mid,established
perfume,Perfume,"['shopping', 'beautysvc']",,,,0.5,mid,established
periodontists,Periodontists,['dentists'],,,,0.5,mid,established
permanentmakeup,Permanent Makeup,['beautysvc'],,,,0.5,mid,established
persian,Persian/Iranian,['restaurants'],,,,0.5,mid,established
personal_injury,Personal Injury Law,['lawyers'],,,,0.5,mid,established
personal_shopping,Personal Shopping,['shopping'],,,,0.5,mid,established
personalassistants,Personal Assistants,['professional'],,,,0.5,mid,established
personalcare,Personal Care Services,['health'],,,,0.5,mid,established
personalchefs,Personal Chefs,['eventservices'],,,,0.5,mid,established
peruvian,Peruvian,['restaurants'],,,,0.5,mid,established
pest_control,Pest Control,['localservices'],,,,0.5,mid,established
pet_sitting,Pet Sitting,['petservices'],,,,0.5,mid,established
pet_training,Pet Training,['petservices'],,,,0.5,mid,established
petadoption,Pet Adoption,['pets'],,,,0.5,mid,established
petboarding,Pet Boarding,['pet_sitting'],,,,0.5,mid,established
petbreeders,Pet Breeders,['petservices'],,,,0.5,mid,established
petcremation,Pet Cremation Services,['petservices'],,,,0.5,mid,established
pethospice,Pet Hospice,['petservices'],,,,0.5,mid,established
petinsurance,Pet Insurance,['petservices'],,,,0.5,mid,established
petphotography,Pet Photography,['petservices'],,,,0.5,mid,established
pets,Pets,[],,,,0.5,mid,established
petservices,Pet Services,['pets'],,,,0.5,mid,established
petstore,Pet Stores,['pets'],,,,0.5,mid,established
pettingzoos,Petting Zoos,['zoos'],,,,0.5,mid,established
pettransport,Pet Transportation,['petservices'],,,,0.5,mid,established
petwasteremoval,Pet Waste Removal,['petservices'],,,,0.5,mid,established
pfcomercial,PF/Comercial,['restaurants'],,,,0.5,mid,established
pharmacy,Pharmacy,['health'],,,,0.5,mid,established
phlebologists,Phlebologists,['physicians'],,,,0.5,mid,established
photoboothrentals,Photo Booth Rentals,['eventservices'],,,,0.5,mid,established
photoclasses,Photography Classes,['specialtyschools'],,,,0.5,mid,established
photographers,Photographers,['eventservices'],,,,0.5,mid,established
photographystores,Photography Stores & Services,['shopping'],,,,0.5,mid,established
physicaltherapy,Physical Therapy,['health'],,,,0.5,mid,established
physicians,Doctors,['health'],,,,0.5,mid,established
piadina,Piadina,['food'],,,,0.5,mid,established
pianobars,Piano Bars,['nightlife'],,,,0.5,mid,established
pianoservices,Piano Services,['musicinstrumentservices'],,,,0.5,mid,established
pianostores,Piano Stores,['musicinstrumentservices'],,,,0.5,mid,established
pickleball,Pickleball,['active'],,,,0.5,mid,established
pickyourown,Pick Your Own Farms,['farms'],,,,0.5,mid,established
piemonte,Piemonte,['italian'],,,,0.5,mid,established
piercing,Piercing,['beautysvc'],,,,0.5,mid,established
pierogis,Pierogis,['polish'],,,,0.5,mid,established
pilates,Pilates,['fitness'],,,,0.5,mid,established
pita,Pita,['restaurants'],,,,0.5,mid,established
pizza,Pizza,['restaurants'],,,,0.5,mid,established
placentaencapsulation,Placenta Encapsulations,['health'],,,,0.5,mid,established
planetarium,Planetarium,['arts'],,,,0.5,mid,established
plasticsurgeons,Plastic Surgeons,['physicians'],,,,0.5,mid,established
playgrounds,Playgrounds,['active'],,,,0.5,mid,established
playsets,Playsets,['homeandgarden'],,,,0.5,mid,established
plumbing,Plumbing,['homeservices'],,,,0.5,mid,established
plus_size_fashion,Plus Size Fashion,['fashion'],,,,0.5,mid,established
podiatrists,Podiatrists,['physicians'],,,,0.5,mid,established
poke,Poke,['food'],,,,0.5,mid,established
poledancingclasses,Pole Dancing Classes,['specialtyschools'],,,,0.5,mid,established
policedepartments,Police Departments,['publicservicesgovt'],,,,0.5,mid,established
polish,Polish,['restaurants'],,,,0.5,mid,established
polynesian,Polynesian,['restaurants'],,,,0.5,mid,established
poolbilliards,Pool & Billiards,['shopping'],,,,0.5,mid,established
poolcleaners,Pool Cleaners,['homeservices'],,,,0.5,mid,established
poolhalls,Pool Halls,['nightlife'],,,,0.5,mid,established
poolservice,Pool & Hot Tub Service,['homeservices'],,,,0.5,mid,established
popcorn,Popcorn Shops,['gourmet'],,,,0.5,mid,established
popuprestaurants,Pop-Up Restaurants,['restaurants'],,,,0.5,mid,established
popupshops,Pop-up Shops,['shopping'],,,,0.5,mid,established
portabletoiletservices,Portable Toilet Services,['localservices'],,,,0.5,mid,established
portuguese,Portuguese,['restaurants'],,,,0.5,mid,established
postoffices,Post Offices,['publicservicesgovt'],,,,0.5,mid,established
postpartumcare,Postpartum Care,['health'],,,,0.5,mid,established
potatoes,Potatoes,['restaurants'],,,,0.5,mid,established
poutineries,Poutineries,['restaurants'],,,,0.5,mid,established
powdercoating,Powder Coating,['localservices'],,,,0.5,mid,established
prenatal,Prenatal/Perinatal Care,['health'],,,,0.5,mid,established
preschools,Preschools,['education'],,,,0.5,mid,established
pressurewashers,Pressure Washers,['homeservices'],,,,0.5,mid,established
pretzels,Pretzels,['food'],,,,0.5,mid,established
preventivemedicine,Preventive Medicine,['physicians'],,,,0.5,mid,established
printmedia,Print Media,['massmedia'],,,,0.5,mid,established
privateinvestigation,Private Investigation,['professional'],,,,0.5,mid,established
privatejetcharter,Private Jet Charter,['transport'],,,,0.5,mid,established
privateschools,Private Schools,['education'],,,,0.5,mid,established
privatetutors,Private Tutors,['education'],,,,0.5,mid,established
processservers,Process Servers,['legalservices'],,,,0.5,mid,established
proctologist,Proctologists,['physicians'],,,,0.5,mid,established
productdesign,Product Design,['professional'],,,,0.5,mid,established
professional,Professional Services,[],,,,0.5,mid,established
propane,Propane,['localservices'],,,,0.5,mid,established
propertymgmt,Property Management,['realestate'],,,,0.5,mid,established
props,Props,['shopping'],,,,0.5,mid,established
prosthetics,Prosthetics,['health'],,,,0.5,mid,established
prosthodontists,Prosthodontists,['health'],,,,0.5,mid,established
provencal,Provencal,['french'],,,,0.5,mid,established
psychiatrists,Psychiatrists,['physicians'],,,,0.5,mid,established
psychic_astrology,Supernatural Readings,['arts'],,,,0.5,mid,established
psychicmediums,Psychic Mediums,['psychic_astrology'],,,,0.5,mid,established
psychics,Psychics,['psychic_astrology'],,,,0.5,mid,established
psychoanalysts,Psychoanalysts,['c_and_mh'],,,,0.5,mid,established
psychologists,Psychologists,['c_and_mh'],,,,0.5,mid,established
psychotechnicaltests,Psychotechnical Tests,['health'],,,,0.5,mid,established
psychotherapists,Psychotherapists,['c_and_mh'],,,,0.5,mid,established
pubfood,Pub Food,['restaurants'],,,,0.5,mid,established
publicadjusters,Public Adjusters,['professional'],,,,0.5,mid,established
publicart,Public Art,['localflavor'],,,,0.5,mid,established
publicmarkets,Public Markets,['shopping'],,,,0.5,mid,established
publicplazas,Public Plazas,['active'],,,,0.5,mid,established
publicrelations,Public Relations,['professional'],,,,0.5,mid,established
publicservicesgovt,Public Services & Government,[],,,,0.5,mid,established
publictransport,Public Transportation,['transport'],,,,0.5,mid,established
pubs,Pubs,['bars'],,,,0.5,mid,established
pueblan,Pueblan,['mexican'],,,,0.5,mid,established
puertorican,Puerto Rican,['caribbean'],,,,0.5,mid,established
pulmonologist,Pulmonologist,['physicians'],,,,0.5,mid,established
pulquerias,Pulquerias,['bars'],,,,0.5,mid,established
pumpkinpatches,Pumpkin Patches,['homeandgarden'],,,,0.5,mid,established
qigong,Qi Gong,['fitness'],,,,0.5,mid,established
races,Races & Competitions,['active'],,,,0.5,mid,established
racetracks,Race Tracks,['arts'],,,,0.5,mid,established
racingexperience,Racing Experience,['active'],,,,0.5,mid,established
radiologists,Radiologists,['physicians'],,,,0.5,mid,established
radiostations,Radio Stations,['massmedia'],,,,0.5,mid,established
rafting,Rafting/Kayaking,['active'],,,,0.5,mid,established
ramen,Ramen,['japanese'],,,,0.5,mid,established
ranches,Ranches,['farms'],,,,0.5,mid,established
raw_food,Live/Raw Food,['restaurants'],,,,0.5,mid,established
realestate,Real Estate,['homeservices'],,,,0.5,mid,established
realestateagents,Real Estate Agents,['realestate'],,,,0.5,mid,established
realestatelawyers,Real Estate Law,['lawyers'],,,,0.5,mid,established
realestatesvcs,Real Estate Services,['realestate'],,,,0.5,mid,established
record_labels,Record Labels,['localservices'],,,,0.5,mid,established
recording_studios,Recording & Rehearsal Studios,['localservices'],,,,0.5,mid,established
recreation,Recreation Centers,['active'],,,,0.5,mid,established
recyclingcenter,Recycling Center,['localservices'],,,,0.5,mid,established
refinishing,Refinishing Services,['homeservices'],,,,0.5,mid,established
reflexology,Reflexology,['health'],,,,0.5,mid,established
registrationservices,Registration Services,['auto'],,,,0.5,mid,established
registry_office,Registry Office,['publicservicesgovt'],,,,0.5,mid,established
rehabilitation_center,Rehabilitation Center,['health'],,,,0.5,mid,established
reiki,Reiki,['health'],,,,0.5,mid,established
religiousitems,Religious Items,['shopping'],,,,0.5,mid,established
religiousorgs,Religious Organizations,[],,,,0.5,mid,established
religiousschools,Religious Schools,['education'],,,,0.5,mid,established
rentfurniture,Furniture Rental,['localservices'],,,,0.5,mid,established
reproductivehealthservices,Reproductive Health Services,['health'],,,,0.5,mid,established
reptileshops,Reptile Shops,['petstore'],,,,0.5,mid,established
residences,Residences,['hotels'],,,,0.5,mid,established
resorts,Resorts,['hotelstravel'],,,,0.5,mid,established
restaurants,Restaurants,[],,,,0.5,mid,established
reststops,Rest Stops,['hotels'],,,,0.5,mid,established
retinaspecialists,Retina Specialists,['opthamalogists'],,,,0.5,mid,established
retirement_homes,Retirement Homes,['health'],,,,0.5,mid,established
reunion,Reunion,['french'],,,,0.5,mid,established
reupholstery,Furniture Reupholstery,['localservices'],,,,0.5,mid,established
rhematologists,Rheumatologists,['physicians'],,,,0.5,mid,established
rhinelandian,Rhinelandian,['german'],,,,0.5,mid,established
ribatejo,Ribatejo,['portuguese'],,,,0.5,mid,established
riceshop,Rice,['restaurants'],,,,0.5,mid,established
roadsideassist,Roadside Assistance,['auto'],,,,0.5,mid,established
robatayaki,Robatayaki,['japanese'],,,,0.5,mid,established
rock_climbing,Rock Climbing,['active'],,,,0.5,mid,established
rodeo,Rodeo,['arts'],,,,0.5,mid,established
rodizios,Rodizios,['brazilian'],,,,0.5,mid,established
rolfing,Rolfing,['beautysvc'],,,,0.5,mid,established
roman,Roman,['italian'],,,,0.5,mid,established
romanian,Romanian,['restaurants'],,,,0.5,mid,established
roofing,Roofing,['homeservices'],,,,0.5,mid,established
roofinspectors,Roof Inspectors,['homeservices'],,,,0.5,mid,established
rotisserie_chicken,Rotisserie Chicken,['restaurants'],,,,0.5,mid,established
rugs,Rugs,['homeandgarden'],,,,0.5,mid,established
rumanian,Rumanian,['restaurants'],,,,0.5,mid,established
russian,Russian,['restaurants'],,,,0.5,mid,established
rv_dealers,RV Dealers,['auto'],,,,0.5,mid,established
rvparks,RV Parks,['hotelstravel'],,,,0.5,mid,established
rvrental,RV Rental,['hotelstravel'],,,,0.5,mid,established
rvrepair,RV Repair,['auto'],,,,0.5,mid,established
ryokan,Ryokan,['hotels'],,,,0.5,mid,established
safestores,Safe Stores,['shopping'],,,,0.5,mid,established
safetyequipment,Safety Equipment,['shopping'],,,,0.5,mid,established
sailing,Sailing,['active'],,,,0.5,mid,established
sakebars,Sake Bars,['bars'],,,,0.5,mid,established
salad,Salad,['restaurants'],,,,0.5,mid,established
salumerie,Salumerie,['food'],,,,0.5,mid,established
salvadoran,Salvadoran,['latin'],,,,0.5,mid,established
sambaschools,Samba Schools,['specialtyschools'],,,,0.5,mid,established
sandblasting,Sandblasting,['localservices'],,,,0.5,mid,established
sandwiches,Sandwiches,['restaurants'],,,,0.5,mid,established
sardinian,Sardinian,['italian'],,,,0.5,mid,established
saunainstallation,Sauna Installation & Repair,['homeservices'],,,,0.5,mid,established
saunas,Saunas,['health'],,,,0.5,mid,established
scandinavian,Scandinavian,['restaurants'],,,,0.5,mid,established
scandinaviandesign,Scandinavian Design,['shopping'],,,,0.5,mid,established
scavengerhunts,Scavenger Hunts,['active'],,,,0.5,mid,established
schnitzel,Schnitzel,['restaurants'],,,,0.5,mid,established
scooterrentals,Scooter Rentals,['active'],,,,0.5,mid,established
scootertours,Scooter Tours,['tours'],,,,0.5,mid,established
scottish,Scottish,['restaurants'],,,,0.5,mid,established
screen_printing_tshirt_printing,Screen Printing/T-Shirt Printing,['localservices'],,,,0.5,mid,established
screenprinting,Screen Printing,['localservices'],,,,0.5,mid,established
scuba,Scuba Diving,['diving'],,,,0.5,mid,established
seafood,Seafood,['restaurants'],,,,0.5,mid,established
seafoodmarkets,Seafood Markets,['gourmet'],,,,0.5,mid,established
seasonaldecorservices,Holiday Decorating Services,['homeservices'],,,,0.5,mid,established
security,Security Services,['professional'],,,,0.5,mid,established
securitysystems,Security Systems,['homeservices'],,,,0.5,mid,established
selfdefenseclasses,Self-defense Classes,['fitness'],,,,0.5,mid,established
selfstorage,Self Storage,['localservices'],,,,0.5,mid,established
senegalese,Senegalese,['african'],,,,0.5,mid,established
seniorcenters,Senior Centers,['active'],,,,0.5,mid,established
septicservices,Septic Services,['localservices'],,,,0.5,mid,established
serbocroatian,Serbo Croatian,['restaurants'],,,,0.5,mid,established
service_stations,Service Stations,['auto'],,,,0.5,mid,established
servicestations,Gas Stations,['auto'],,,,0.5,mid,established
sessionphotography,Session Photography,['photographers'],,,,0.5,mid,established
sewingalterations,Sewing & Alterations,['localservices'],,,,0.5,mid,established
sextherapists,Sex Therapists,['c_and_mh'],,,,0.5,mid,established
shanghainese,Shanghainese,['chinese'],,,,0.5,mid,established
sharedofficespaces,Shared Office Spaces,['realestate'],,,,0.5,mid,established
sharedtaxis,Shared Taxis,['transport'],,,,0.5,mid,established
shavedice,Shaved Ice,['food'],,,,0.5,mid,established
shavedsnow,Shaved Snow,['food'],,,,0.5,mid,established
shedsandoutdoorstorage,Sheds & Outdoor Storage,['homeandgarden'],,,,0.5,mid,established
shipping_centers,Shipping Centers,['localservices'],,,,0.5,mid,established
shoerepair,Shoe Repair,['localservices'],,,,0.5,mid,established
shoes,Shoe Stores,['fashion'],,,,0.5,mid,established
shoeshine,Shoe Shine,['localservices'],,,,0.5,mid,established
shopping,Shopping,[],,,,0.5,mid,established
shoppingcenters,Shopping Centers,['shopping'],,,,0.5,mid,established
shoppingpassages,Shopping Passages,['shopping'],,,,0.5,mid,established
shredding,Shredding Services,['professional'],,,,0.5,mid,established
shrines,Shrines,['religiousorgs'],,,,0.5,mid,established
shutters,Shutters,['homeservices'],,,,0.5,mid,established
sicilian,Sicilian,['italian'],,,,0.5,mid,established
signature_cuisine,Signature Cuisine,['restaurants'],,,,0.5,mid,established
signmaking,Signmaking,['professional'],,,,0.5,mid,established
sikhtemples,Sikh Temples,['religiousorgs'],,,,0.5,mid,established
silentdisco,Silent Disco,['eventservices'],,,,0.5,mid,established
singaporean,Singaporean,['restaurants'],,,,0.5,mid,established
skate_parks,Skate Parks,['parks'],,,,0.5,mid,established
skateshops,Skate Shops,['sportgoods'],,,,0.5,mid,established
skatingrinks,Skating Rinks,['active'],,,,0.5,mid,established
skiing,Skiing,['active'],,,,0.5,mid,established
skillednursing,Skilled Nursing,['health'],,,,0.5,mid,established
skincare,Skin Care,['beautysvc'],,,,0.5,mid,established
skiresorts,Ski Resorts,['hotelstravel'],,,,0.5,mid,established
skischools,Ski Schools,['specialtyschools'],,,,0.5,mid,established
skishops,Ski & Snowboard Shops,['sportgoods'],,,,0.5,mid,established
skydiving,Skydiving,['active'],,,,0.5,mid,established
sledding,Sledding,['active'],,,,0.5,mid,established
sleepspecialists,Sleep Specialists,['health'],,,,0.5,mid,established
sleepwear,Sleepwear,['fashion'],,,,0.5,mid,established
slovakian,Slovakian,['restaurants'],,,,0.5,mid,established
smog_check_stations,Smog Check Stations,['auto'],,,,0.5,mid,established
smokehouse,Smokehouse,['food'],,,,0.5,mid,established
smokingareas,Smoking Areas,['localservices'],,,,0.5,mid,established
snorkeling,Snorkeling,['active'],,,,0.5,mid,established
snowremoval,Snow Removal,['localservices'],,,,0.5,mid,established
snuggleservices,Snuggle Services,['localservices'],,,,0.5,mid,established
soba,Soba,['japanese'],,,,0.5,mid,established
social_clubs,Social Clubs,['arts'],,,,0.5,mid,established
socialsecuritylaw,Social Security Law,['lawyers'],,,,0.5,mid,established
softwaredevelopment,Software Development,['professional'],,,,0.5,mid,established
solarinstallation,Solar Installation,['homeservices'],,,,0.5,mid,established
solarpanelcleaning,Solar Panel Cleaning,['homeservices'],,,,0.5,mid,established
somali,Somali,['restaurants'],,,,0.5,mid,established
sommelierservices,Sommelier Services,['eventservices'],,,,0.5,mid,established
sophrologists,Sophrologists,['c_and_mh'],,,,0.5,mid,established
soulfood,Soul Food,['restaurants'],,,,0.5,mid,established
soup,Soup,['restaurants'],,,,0.5,mid,established
southafrican,South African,['african'],,,,0.5,mid,established
southern,Southern,['restaurants'],,,,0.5,mid,established
souvenirs,Souvenir Shops,['shopping'],,,,0.5,mid,established
spanish,Spanish,['restaurants'],,,,0.5,mid,established
spas,Day Spas,['beautysvc'],,,,0.5,mid,established
speakeasies,Speakeasies,['bars'],,,,0.5,mid,established
specialbikes,Special Bikes,['bicycles'],,,,0.5,mid,established
specialed,Special Education,['education'],,,,0.5,mid,established
specialtyschools,Specialty Schools,['education'],,,,0.5,mid,established
speech_therapists,Speech Therapists,['health'],,,,0.5,mid,established
